stop_id,stop_bench,stop_lighted,stop_sheltered
"3912","0","0","0"
"3913","0","0","1"
"3914","0","0","0"
"3915","0","0","0"
"3924","0","0","0"
"3951","0","0","1"
"3952","0","0","1"
"3953","0","0","1"
"3954","0","0","0"
"3955","0","0","1"
"3956","0","0","1"
"3957","0","0","0"
"3958","0","0","0"
"3959","0","0","0"
"3960","0","0","1"
"3961","0","0","0"
"3962","0","0","0"
"3964","0","0","0"
"4001","0","0","0"
"4002","0","0","1"
"4003","0","0","1"
"4004","0","0","1"
"4006","0","0","1"
"4007","0","0","1"
"4008","0","0","0"
"4009","0","0","0"
"4010","0","0","0"
"4011","0","0","0"
"4012","0","0","0"
"4013","0","0","1"
"4018","0","0","1"
"4019","0","0","1"
"4020","0","0","0"
"4053","0","0","1"
"4054","0","0","1"
"4055","0","0","1"
"4056","0","0","1"
"4057","0","0","0"
"4058","0","0","0"
"4059","0","0","0"
"4060","0","0","0"
"4062","0","0","1"
"4066","0","0","1"
"4067","0","0","0"
"4069","0","0","1"
"4070","0","0","0"
"4101","0","0","0"
"4102","0","0","1"
"4103","0","0","1"
"4104","0","0","1"
"4105","0","0","1"
"4108","0","0","0"
"4109","0","0","0"
"4110","0","0","0"
"4111","0","0","0"
"4112","0","0","0"
"4151","0","0","0"
"4152","0","0","1"
"4153","0","0","1"
"4154","0","0","1"
"4155","0","0","1"
"4156","0","0","1"
"4157","0","0","0"
"4158","0","0","0"
"4159","0","0","0"
"4160","0","0","0"
"4161","0","0","0"
"4162","0","0","0"
"4163","0","0","0"
"4201","0","0","1"
"4202","0","0","1"
"4203","0","0","0"
"4204","0","0","1"
"4205","0","0","1"
"4206","0","0","1"
"4207","0","0","0"
"4208","0","0","0"
"4209","0","0","0"
"4210","0","0","1"
"4211","0","0","0"
"4252","0","0","1"
"4253","0","0","1"
"4254","0","0","1"
"4255","0","0","0"
"4256","0","0","0"
"4257","0","0","0"
"4264","0","0","0"
"4267","0","0","1"
"4269","0","0","1"
"4270","0","0","0"
"4301","0","0","1"
"4302","0","0","1"
"4303","0","0","1"
"4304","0","0","0"
"4305","0","0","1"
"4306","0","0","1"
"4307","0","0","0"
"4308","0","0","0"
"4310","0","0","0"
"4311","0","0","0"
"4315","0","0","1"
"4316","0","0","1"
"4322","0","0","1"
"4351","0","0","1"
"4352","0","0","1"
"4353","0","0","1"
"4354","0","0","0"
"4355","0","0","1"
"4356","0","0","1"
"4357","0","0","0"
"4358","0","0","1"
"4359","0","0","1"
"4360","0","0","1"
"4361","0","0","0"
"4362","0","0","0"
"4363","0","0","0"
"4373","0","0","0"
"4379","0","0","0"
"4380","0","0","0"
"4401","0","0","1"
"4402","0","0","1"
"4403","0","0","0"
"4408","0","0","0"
"4451","0","0","1"
"4452","0","0","1"
"4453","0","0","0"
"4454","0","0","1"
"4455","0","0","0"
"4457","0","0","0"
"4458","0","0","0"
"4459","0","0","1"
"4460","0","0","1"
"4502","0","0","1"
"4503","0","0","0"
"4504","0","0","1"
"4505","0","0","0"
"4507","0","0","1"
"4508","0","0","1"
"4509","0","0","0"
"4510","0","0","1"
"4511","0","0","0"
"4551","0","0","1"
"4552","0","0","0"
"4553","0","0","0"
"4554","0","0","0"
"4555","0","0","1"
"4601","0","0","0"
"4602","0","0","0"
"4603","0","0","0"
"4604","0","0","1"
"4605","0","0","1"
"4606","0","0","1"
"4607","0","0","1"
"4608","0","0","0"
"4609","0","0","0"
"4610","0","0","0"
"4652","0","0","0"
"4653","0","0","1"
"4654","0","0","0"
"4700","0","0","1"
"4701","0","0","1"
"4702","0","0","1"
"4703","0","0","1"
"4704","0","0","1"
"4705","0","0","1"
"4706","0","0","1"
"4707","0","0","0"
"4708","0","0","0"
"4709","0","0","1"
"4710","0","0","0"
"4711","0","0","1"
"4712","0","0","0"
"4740","0","0","0"
"4741","0","0","0"
"4760","0","0","0"
"4800","0","0","1"
"4801","0","0","0"
"4802","0","0","0"
"4803","0","0","0"
"4850","0","0","1"
"4851","0","0","0"
"4900","0","0","0"
"4901","0","0","1"
"4950","0","0","1"
"4953","0","0","0"
"5001","1","1","1"
"5002","1","1","1"
"5003","1","1","1"
"5004","1","1","1"
"5005","1","1","1"
"5006","1","1","1"
"5007","1","1","1"
"5008","1","1","1"
"5009","1","1","1"
"5010","1","1","1"
"5011","1","1","1"
"5012","1","1","1"
"5013","1","1","1"
"5014","1","1","1"
"5015","1","1","1"
"5017","1","1","1"
"5018","1","1","1"
"5019","1","1","1"
"5020","1","1","1"
"5021","1","1","1"
"5022","1","1","1"
"5023","1","1","1"
"5024","1","1","1"
"5025","1","1","1"
"5026","1","1","1"
"5027","1","1","1"
"5028","1","1","1"
"5029","1","1","1"
"5030","1","1","1"
"6000","0","0","1"
"6001","0","0","0"
"6002","0","0","1"
"6003","0","0","0"
"6004","0","0","1"
"6005","0","0","0"
"6006","0","0","0"
